latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
39.23923,63.50184,299.1,0.38,0.36,2026-09-12,2153,N,nominal,2.0NRT,286.74,0.5,N
39.30429,62.97609,301.49,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,287.7,0.93,N
39.28279,63.0489,310.01,0.38,0.36,2026-09-12,2153,N,nominal,2.0NRT,287.19,0.72,N
39.27731,63.08432,301.48,0.38,0.36,2026-09-12,2153,N,nominal,2.0NRT,287.46,0.36,N
39.27047,63.12849,296.74,0.38,0.36,2026-09-12,2153,N,nominal,2.0NRT,286.59,0.22,N
39.25082,63.21079,312.32,0.38,0.36,2026-09-12,2153,N,nominal,2.0NRT,288.15,1.25,N
39.25013,63.2152,303.64,0.38,0.36,2026-09-12,2153,N,nominal,2.0NRT,287.69,0.86,N
39.19306,63.577,296.93,0.38,0.36,2026-09-12,2153,N,nominal,2.0NRT,286.36,0.42,N
39.24975,63.17374,311.92,0.38,0.36,2026-09-12,2153,N,nominal,2.0NRT,288.01,1.2,N
39.18767,63.37356,296.15,0.38,0.36,2026-09-12,2153,N,nominal,2.0NRT,285.84,0.38,N
39.19496,63.28363,299.41,0.38,0.36,2026-09-12,2153,N,nominal,2.0NRT,286.38,0.44,N
39.18457,63.3498,304.19,0.38,0.36,2026-09-12,2153,N,nominal,2.0NRT,285.99,0.67,N
39.18059,63.35336,310.61,0.38,0.36,2026-09-12,2153,N,nominal,2.0NRT,287.48,0.91,N
39.1982,63.19722,314.95,0.38,0.36,2026-09-12,2153,N,nominal,2.0NRT,287.99,1.28,N
39.19614,63.21047,302.52,0.38,0.36,2026-09-12,2153,N,nominal,2.0NRT,286.27,0.28,N
39.18648,63.27225,299.05,0.38,0.36,2026-09-12,2153,N,nominal,2.0NRT,285.75,0.34,N
39.17766,63.30669,303.38,0.38,0.36,2026-09-12,2153,N,nominal,2.0NRT,286.38,0.5,N
39.17142,63.34639,296.8,0.38,0.36,2026-09-12,2153,N,nominal,2.0NRT,286,0.44,N
39.17385,63.28735,301.34,0.38,0.36,2026-09-12,2153,N,nominal,2.0NRT,286.9,0.5,N
39.17801,63.24498,306.43,0.38,0.36,2026-09-12,2153,N,nominal,2.0NRT,287.13,0.48,N
39.17178,63.28468,300.64,0.38,0.36,2026-09-12,2153,N,nominal,2.0NRT,287.44,0.62,N
39.17817,63.22208,305.4,0.38,0.36,2026-09-12,2153,N,nominal,2.0NRT,286.87,0.59,N
39.16936,63.25652,308.9,0.38,0.36,2026-09-12,2153,N,nominal,2.0NRT,288.35,1.1,N
39.16867,63.26093,305,0.38,0.36,2026-09-12,2153,N,nominal,2.0NRT,287.23,0.67,N
39.16538,63.26008,305.1,0.38,0.36,2026-09-12,2153,N,nominal,2.0NRT,286.81,0.67,N
39.16469,63.26449,297.92,0.38,0.36,2026-09-12,2153,N,nominal,2.0NRT,286.12,0.67,N
39.15638,63.3174,300.21,0.38,0.36,2026-09-12,2153,N,nominal,2.0NRT,286.07,0.58,N
39.15569,63.3218,296.21,0.38,0.36,2026-09-12,2153,N,nominal,2.0NRT,285.84,0.34,N
39.13132,63.47601,302.33,0.38,0.36,2026-09-12,2153,N,nominal,2.0NRT,286.87,0.78,N
39.12685,63.46108,303.93,0.38,0.36,2026-09-12,2153,N,nominal,2.0NRT,285.82,0.6,N
39.12984,63.42059,313.77,0.38,0.36,2026-09-12,2153,N,nominal,2.0NRT,287.99,1.39,N
38.6833,65.9893,300.38,0.42,0.38,2026-09-12,2153,N,nominal,2.0NRT,287.72,0.7,N
38.68591,65.95516,301.57,0.42,0.37,2026-09-12,2153,N,nominal,2.0NRT,288.8,1.32,N
39.11689,63.39428,304.3,0.38,0.36,2026-09-12,2153,N,nominal,2.0NRT,285.29,0.68,N
39.12749,63.30532,298.87,0.38,0.36,2026-09-12,2153,N,nominal,2.0NRT,285.95,0.63,N
39.1268,63.30973,303.4,0.38,0.36,2026-09-12,2153,N,nominal,2.0NRT,286.59,0.63,N
38.67912,65.95315,297.93,0.42,0.37,2026-09-12,2153,N,nominal,2.0NRT,287.25,0.52,N
39.08582,63.48245,303.81,0.38,0.36,2026-09-12,2153,N,nominal,2.0NRT,285.49,0.57,N
39.07468,63.40163,299.63,0.38,0.36,2026-09-12,2153,N,nominal,2.0NRT,286.33,0.42,N
39.03919,63.60316,297.47,0.38,0.36,2026-09-12,2153,N,nominal,2.0NRT,286.83,0.45,N
39.06692,63.38586,297.75,0.38,0.36,2026-09-12,2153,N,nominal,2.0NRT,286.8,0.44,N
39.01637,63.70262,296.64,0.38,0.36,2026-09-12,2153,N,nominal,2.0NRT,285.56,0.36,N
38.97292,63.65667,301.77,0.38,0.36,2026-09-12,2153,N,nominal,2.0NRT,286.61,0.78,N
38.97293,63.59254,303.49,0.38,0.36,2026-09-12,2153,N,nominal,2.0NRT,288.01,0.74,N
38.968,63.62331,301.39,0.38,0.36,2026-09-12,2153,N,nominal,2.0NRT,287.05,0.4,N
38.97545,63.46957,311.84,0.38,0.36,2026-09-12,2153,N,nominal,2.0NRT,287.6,0.86,N
38.91781,63.80704,300.76,0.38,0.36,2026-09-12,2153,N,nominal,2.0NRT,286.38,0.64,N
38.9101,63.79124,302.59,0.38,0.36,2026-09-12,2153,N,nominal,2.0NRT,285.66,0.69,N
38.87251,63.79658,303.2,0.38,0.36,2026-09-12,2153,N,nominal,2.0NRT,285.61,1.13,N
38.8718,63.80097,308.26,0.38,0.36,2026-09-12,2153,N,nominal,2.0NRT,286.01,0.71,N
38.83796,63.81948,312.87,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,287.38,0.94,N
38.83538,63.81421,300.35,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,287.67,0.96,N
38.66776,64.77763,298.55,0.39,0.37,2026-09-12,2153,N,nominal,2.0NRT,286.54,0.4,N
38.78461,63.91533,308.53,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,286.2,0.85,N
38.4552,65.80294,297.66,0.42,0.37,2026-09-12,2153,N,nominal,2.0NRT,287.29,0.44,N
38.77338,63.81607,299.56,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,287.48,0.53,N
38.70935,63.93858,299.03,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,287.05,0.51,N
38.05392,67.26489,302.08,0.47,0.4,2026-09-12,2153,N,nominal,2.0NRT,288.26,0.76,N
38.05034,67.26381,338.6,0.47,0.4,2026-09-12,2153,N,nominal,2.0NRT,290,5.91,N
38.28444,64.38245,301.14,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,286.69,0.68,N
38.16982,64.57613,302.74,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,286.03,0.87,N
38.12082,64.74013,298.45,0.4,0.37,2026-09-12,2153,N,nominal,2.0NRT,286.42,0.54,N
38.12827,64.67667,313.51,0.4,0.37,2026-09-12,2153,N,nominal,2.0NRT,286.77,1.49,N
38.1188,64.71146,306.35,0.4,0.37,2026-09-12,2153,N,nominal,2.0NRT,286.97,0.89,N
38.08753,64.87186,302.06,0.4,0.37,2026-09-12,2153,N,nominal,2.0NRT,286.18,0.73,N
37.9964,65.00982,300.17,0.4,0.37,2026-09-12,2153,N,nominal,2.0NRT,286.93,0.56,N
37.95933,65.06119,297.22,0.4,0.37,2026-09-12,2153,N,nominal,2.0NRT,285.77,0.24,N
37.96552,65.00591,314.07,0.4,0.37,2026-09-12,2153,N,nominal,2.0NRT,288.33,1.58,N
37.90536,65.10795,298.31,0.4,0.37,2026-09-12,2153,N,nominal,2.0NRT,286.62,0.61,N
37.88752,65.08641,312.51,0.4,0.37,2026-09-12,2153,N,nominal,2.0NRT,286.92,0.92,N
37.82963,65.17519,305.47,0.41,0.37,2026-09-12,2153,N,nominal,2.0NRT,286.66,0.66,N
37.82708,65.16969,302.31,0.41,0.37,2026-09-12,2153,N,nominal,2.0NRT,286.58,0.5,N
37.82627,65.17424,300.73,0.41,0.37,2026-09-12,2153,N,nominal,2.0NRT,286.94,0.5,N
37.82291,65.17328,297.75,0.41,0.37,2026-09-12,2153,N,nominal,2.0NRT,286.2,0.5,N
37.79028,65.35656,296.79,0.41,0.37,2026-09-12,2153,N,nominal,2.0NRT,285.63,0.48,N
37.76608,65.43208,300.88,0.41,0.37,2026-09-12,2153,N,nominal,2.0NRT,287.7,0.35,N
37.80206,65.19138,301.92,0.41,0.37,2026-09-12,2153,N,nominal,2.0NRT,286.91,0.53,N
37.67629,65.26434,305.6,0.41,0.37,2026-09-12,2153,N,nominal,2.0NRT,287.71,0.74,N
37.96043,62.66564,323.52,0.38,0.36,2026-09-12,2153,N,nominal,2.0NRT,288.3,2.18,N
37.98989,61.8826,327.81,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,288.92,2.69,N
37.98592,61.88624,306.64,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,288.74,0.77,N
37.90417,61.98331,296.79,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,285.33,0.33,N
37.88767,62.02496,299.62,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,286.51,0.85,N
37.79758,62.55093,330.01,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,290.47,4.19,N
37.78904,62.53983,327.28,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,287.73,1.99,N
37.78971,62.53549,305.56,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,285.92,1.24,N
37.78641,62.53468,310.67,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,285.27,1.04,N
37.78445,62.52519,300.03,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,285.99,0.32,N
38.68333,54.31219,300.58,0.53,0.5,2026-09-12,2153,N,nominal,2.0NRT,289.15,0.92,N
38.68283,54.31839,301.43,0.53,0.5,2026-09-12,2153,N,nominal,2.0NRT,289.31,0.92,N
38.67866,54.31155,302.37,0.53,0.5,2026-09-12,2153,N,nominal,2.0NRT,288.98,0.92,N
38.67816,54.31776,304.9,0.53,0.5,2026-09-12,2153,N,nominal,2.0NRT,289.03,0.92,N
37.77829,62.10115,302.27,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,287.51,0.62,N
37.84487,61.60522,315.22,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,288.17,1.42,N
37.77888,62.02866,298.6,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,286.95,0.41,N
37.77557,62.02786,302.56,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,285.45,0.73,N
38.64793,54.28228,334.15,0.53,0.5,2026-09-12,2153,N,nominal,2.0NRT,290.92,3.06,N
37.74656,62.12982,296.46,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,285.33,0.78,N
37.74325,62.12902,308.59,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,286.87,0.78,N
37.74121,62.07415,307.47,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,286.47,1.01,N
37.728,62.09367,324.88,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,289.12,2.54,N
37.72549,62.09433,327.95,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,286.5,2.44,N
37.75112,61.85499,309.59,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,286.38,0.85,N
37.74579,61.84462,308.19,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,287.87,0.75,N
37.66994,62.23478,308.22,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,285.9,1.23,N
37.66928,62.23912,318.12,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,287.21,1.23,N
37.66201,62.24189,312.96,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,287.86,0.67,N
38.26086,57.65942,304.8,0.53,0.42,2026-09-12,2153,N,nominal,2.0NRT,291.99,1.72,N
37.65871,62.2411,296.5,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,285.2,0.67,N
37.65805,62.24545,304.64,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,285.13,0.67,N
38.21993,57.98929,308.19,0.52,0.41,2026-09-12,2153,N,nominal,2.0NRT,290.06,1.35,N
37.70381,61.78001,297.13,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,286.41,0.25,N
37.64022,62.20507,306.4,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,286.82,0.85,N
37.63692,62.20427,305.22,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,284.98,0.85,N
37.62899,62.2114,300.1,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,287.83,0.6,N
37.62833,62.21575,307.41,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,287.29,1.03,N
38.18182,57.98247,302.35,0.52,0.41,2026-09-12,2153,N,nominal,2.0NRT,288.96,1.1,N
37.62569,62.2106,297.74,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,285.91,0.5,N
37.62832,62.17061,301.77,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,285.51,0.6,N
37.62501,62.16982,326.3,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,290.09,2.4,N
37.6577,61.90581,303.14,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,287.03,1.28,N
37.62498,62.12463,312.37,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,287.43,1.52,N
37.65439,61.90502,316.07,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,289.16,1.28,N
37.6197,62.13693,315.68,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,290.03,1.55,N
37.61905,62.14128,301.93,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,287.81,0.83,N
37.6314,61.72437,305.36,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,286.9,0.85,N
37.80708,60.33288,297.66,0.42,0.38,2026-09-12,2153,N,nominal,2.0NRT,286.94,0.56,N
37.6061,61.70933,309.34,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,285.79,0.82,N
37.6177,61.60688,297.07,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,285.73,0.27,N
37.61103,61.60534,330.34,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,293.58,3.61,N
37.61557,61.5743,298.56,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,287.78,0.68,N
37.61492,61.57873,311.75,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,289.85,0.7,N
37.61298,61.59204,318.85,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,289.65,1.52,N
37.61223,61.57353,304.15,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,288.48,1.11,N
37.61158,61.57796,304.1,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,289.06,1.04,N
37.6077,61.60456,298.55,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,288.14,0.79,N
37.55895,61.93474,296.63,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,286.4,0.41,N
37.55563,61.93396,297.57,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,286.59,0.41,N
37.57186,61.80157,300.49,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,289.72,0.38,N
37.60482,61.55346,317.09,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,290.67,1.71,N
37.5975,61.55635,328.04,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,289.86,1.68,N
37.59686,61.56079,304.09,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,288.02,1.68,N
37.59534,61.52372,320.86,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,288.44,1.46,N
37.5947,61.52816,323.52,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,289.11,2.18,N
37.59019,61.55925,302.55,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,288.96,0.73,N
37.58954,61.56369,298.31,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,288.25,0.49,N
37.59287,61.52991,333.99,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,290.71,3.27,N
37.5883,61.56096,298.95,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,288.42,1.62,N
37.58497,61.56019,324.65,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,289.09,1.62,N
37.58823,61.53802,302.35,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,286.84,0.69,N
37.58163,61.55942,305.73,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,289.3,0.95,N
38.02681,58.17348,303.69,0.5,0.41,2026-09-12,2153,N,nominal,2.0NRT,290.87,0.92,N
37.50023,61.99078,298.71,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,286.71,0.36,N
37.48039,62.00866,310.39,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,288.22,1.12,N
37.94275,58.56041,302.32,0.48,0.4,2026-09-12,2153,N,nominal,2.0NRT,290.15,0.78,N
37.94209,58.56593,301.72,0.48,0.4,2026-09-12,2153,N,nominal,2.0NRT,290.26,0.78,N
37.48169,61.97735,308.96,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,287.16,0.91,N
37.49801,61.84537,327.1,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,291.43,2.42,N
37.49736,61.84975,325.45,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,290.24,2.42,N
37.42428,62.31033,335.65,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,288.38,3.51,N
37.40384,62.30989,305.85,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,286.14,0.66,N
37.39591,62.31696,309.73,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,288.07,0.71,N
37.63609,60.34107,314.37,0.42,0.38,2026-09-12,2153,N,nominal,2.0NRT,288.87,1.19,N
37.62253,60.43993,301.72,0.42,0.37,2026-09-12,2153,N,nominal,2.0NRT,287.54,0.65,N
37.61869,60.39072,299.48,0.42,0.37,2026-09-12,2153,N,nominal,2.0NRT,288.65,0.63,N
37.52655,61.05008,301.6,0.4,0.37,2026-09-12,2153,N,nominal,2.0NRT,288.44,1.06,N
37.51515,61.05686,297.52,0.4,0.37,2026-09-12,2153,N,nominal,2.0NRT,287.33,0.41,N
36.70177,65.96095,299.67,0.44,0.38,2026-09-12,2153,N,nominal,2.0NRT,288.7,0.61,N
37.51084,61.01386,317.47,0.4,0.37,2026-09-12,2153,N,nominal,2.0NRT,289.51,1.97,N
37.50554,61.02669,306.74,0.4,0.37,2026-09-12,2153,N,nominal,2.0NRT,289.94,0.77,N
37.50217,61.02593,308.36,0.4,0.37,2026-09-12,2153,N,nominal,2.0NRT,288.64,1.28,N
37.48727,60.45684,296.62,0.41,0.37,2026-09-12,2153,N,nominal,2.0NRT,286.43,0.5,N
37.34864,61.36387,323.79,0.4,0.37,2026-09-12,2153,N,nominal,2.0NRT,289.26,1.92,N
37.36887,61.05441,297.57,0.4,0.37,2026-09-12,2153,N,nominal,2.0NRT,286.75,0.66,N
37.30675,61.12109,295.82,0.4,0.37,2026-09-12,2153,N,nominal,2.0NRT,285.6,0.44,N
35.96789,68.68779,301.75,0.39,0.44,2026-09-12,2153,N,nominal,2.0NRT,291.54,1.33,N
37.11781,62.36289,330.95,0.38,0.36,2026-09-12,2153,N,nominal,2.0NRT,290.13,6.07,N
37.11452,62.3621,302.52,0.38,0.36,2026-09-12,2153,N,nominal,2.0NRT,288.3,0.82,N
37.11385,62.3664,300.31,0.38,0.36,2026-09-12,2153,N,nominal,2.0NRT,286.99,0.82,N
37.03405,62.41846,321.21,0.38,0.36,2026-09-12,2153,N,nominal,2.0NRT,290.44,1.95,N
37.03472,62.41416,304.58,0.38,0.36,2026-09-12,2153,N,nominal,2.0NRT,288.14,1.95,N
37.03076,62.41766,307.2,0.38,0.36,2026-09-12,2153,N,nominal,2.0NRT,288.55,2.02,N
37.17887,60.86728,296.92,0.4,0.37,2026-09-12,2153,N,nominal,2.0NRT,285,0.31,N
37.21862,60.02458,312.74,0.42,0.38,2026-09-12,2153,N,nominal,2.0NRT,288.09,0.83,N
37.4534,57.68815,303.81,0.52,0.42,2026-09-12,2153,N,nominal,2.0NRT,289.04,1.47,N
37.34026,58.04596,297.64,0.5,0.41,2026-09-12,2153,N,nominal,2.0NRT,286.52,1.22,N
36.4775,61.6235,307.97,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,288.49,2.01,N
36.3698,61.90532,301.44,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,287.39,0.59,N
36.36781,61.896,299.48,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,286.75,0.41,N
36.44004,61.21794,310.97,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,289.72,1.42,N
36.46241,60.85075,303.62,0.4,0.37,2026-09-12,2153,N,nominal,2.0NRT,289,0.47,N
36.99035,56.23291,304.16,0.4,0.44,2026-09-12,2153,N,nominal,2.0NRT,286.41,0.52,N
36.48265,59.74731,303.21,0.43,0.38,2026-09-12,2153,N,nominal,2.0NRT,287.52,0.81,N
36.47919,59.74657,302.67,0.43,0.38,2026-09-12,2153,N,nominal,2.0NRT,286.97,0.81,N
35.94936,62.91886,303.62,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,290.56,0.74,N
36.94611,54.88603,312.51,0.47,0.48,2026-09-12,2153,N,nominal,2.0NRT,289.52,1.24,N
36.94561,54.89145,300.92,0.47,0.48,2026-09-12,2153,N,nominal,2.0NRT,289.62,1.24,N
35.9075,62.96579,315.25,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,288.5,1.36,N
36.27271,59.65104,302.03,0.43,0.38,2026-09-12,2153,N,nominal,2.0NRT,288.07,0.8,N
36.23714,59.73106,303.87,0.42,0.38,2026-09-12,2153,N,nominal,2.0NRT,286.74,1.14,N
36.34206,58.67939,311.38,0.46,0.39,2026-09-12,2153,N,nominal,2.0NRT,287.91,1.3,N
36.33617,58.66757,304.33,0.46,0.39,2026-09-12,2153,N,nominal,2.0NRT,287.67,0.84,N
33.34065,72.59557,303.3,0.36,0.57,2026-09-12,2153,N,nominal,2.0NRT,291.55,0.41,N
33.33553,72.59368,303.98,0.36,0.57,2026-09-12,2153,N,nominal,2.0NRT,291.63,0.63,N
36.29526,54.78627,297.68,0.47,0.48,2026-09-12,2153,N,nominal,2.0NRT,287.4,0.76,N
33.22001,71.48825,328.32,0.63,0.54,2026-09-12,2153,N,nominal,2.0NRT,291.97,4.6,N
35.35598,60.21676,302.37,0.41,0.37,2026-09-12,2153,N,nominal,2.0NRT,286.6,0.73,N
35.36985,59.30598,296.66,0.43,0.38,2026-09-12,2155,N,nominal,2.0NRT,285.8,0.55,N
35.36637,59.30527,298.23,0.43,0.38,2026-09-12,2155,N,nominal,2.0NRT,285.88,0.55,N
32.88748,71.61791,310.35,0.33,0.55,2026-09-12,2155,N,nominal,2.0NRT,293.71,1.21,N
32.88958,71.61769,315.28,0.33,0.55,2026-09-12,2155,N,nominal,2.0NRT,294.5,1.43,N
32.38138,72.13918,307.27,0.36,0.57,2026-09-12,2155,N,nominal,2.0NRT,294.46,1.4,N
33.7519,59.14613,297.55,0.42,0.38,2026-09-12,2155,N,nominal,2.0NRT,285.52,0.54,N
33.63011,59.17173,298.22,0.42,0.38,2026-09-12,2155,N,nominal,2.0NRT,287.76,0.61,N
32.92559,60.23154,301.06,0.39,0.36,2026-09-12,2155,N,nominal,2.0NRT,289.55,0.51,N
33.04119,56.85067,309.29,0.51,0.41,2026-09-12,2153,N,nominal,2.0NRT,295.37,1.31,N
33.04201,56.84956,312.23,0.51,0.41,2026-09-12,2153,N,nominal,2.0NRT,296.13,1.88,N
30.4446,70.5678,307,0.32,0.55,2026-09-12,2153,N,nominal,2.0NRT,293.55,0.62,N
32.33369,54.08679,306.24,0.46,0.47,2026-09-12,2153,N,nominal,2.0NRT,291.86,0.94,N
31.84849,54.28442,308.93,0.45,0.47,2026-09-12,2153,N,nominal,2.0NRT,294.64,1.34,N
31.70531,55.44685,309.94,0.39,0.44,2026-09-12,2153,N,nominal,2.0NRT,298.01,1.59,N
31.70416,55.44816,308.46,0.38,0.44,2026-09-12,2153,N,nominal,2.0NRT,297.99,1.51,N
31.62374,54.72586,313.2,0.42,0.45,2026-09-12,2153,N,nominal,2.0NRT,293.71,1.69,N
30.75736,56.65234,312.23,0.49,0.4,2026-09-12,2153,N,nominal,2.0NRT,294.38,1.93,N
30.75672,56.65752,317.14,0.49,0.4,2026-09-12,2153,N,nominal,2.0NRT,295.84,1.93,N
28.42556,69.70238,314.12,0.32,0.54,2026-09-12,2153,N,nominal,2.0NRT,293.87,0.86,N
30.66518,56.61925,310.77,0.49,0.4,2026-09-12,2153,N,nominal,2.0NRT,291.79,1.34,N
30.2354,56.90996,319.22,0.47,0.4,2026-09-12,2153,N,nominal,2.0NRT,294.63,2.2,N
30.23597,56.90825,314.74,0.47,0.4,2026-09-12,2153,N,nominal,2.0NRT,294.11,3.27,N
30.32361,55.97277,305.03,0.52,0.42,2026-09-12,2153,N,nominal,2.0NRT,291.22,1.12,N
30.21529,55.98402,303.73,0.52,0.42,2026-09-12,2153,N,nominal,2.0NRT,290.33,0.83,N
29.47631,60.80584,307.35,0.38,0.36,2026-09-12,2153,N,nominal,2.0NRT,290.67,0.72,N
29.99289,55.856,324.58,0.53,0.42,2026-09-12,2153,N,nominal,2.0NRT,289.36,5.21,N
29.75809,54.28531,301.62,0.42,0.45,2026-09-12,2153,N,nominal,2.0NRT,286.78,0.81,N
29.51264,55.79566,300.14,0.52,0.42,2026-09-12,2155,N,nominal,2.0NRT,289.89,1.15,N
29.514,55.7992,301.6,0.52,0.42,2026-09-12,2155,N,nominal,2.0NRT,289.8,0.79,N
28.20574,61.30609,306.1,0.39,0.36,2026-09-12,2155,N,nominal,2.0NRT,295.61,0.73,N
25.46503,68.76104,300.06,0.32,0.55,2026-09-12,2155,N,nominal,2.0NRT,287.87,0.54,N
25.46432,68.76422,300.05,0.32,0.55,2026-09-12,2155,N,nominal,2.0NRT,284.74,0.24,N
27.42111,56.4997,316.34,0.46,0.39,2026-09-12,2155,N,nominal,2.0NRT,299.01,1.57,N
27.30198,56.30491,314.89,0.47,0.4,2026-09-12,2155,N,nominal,2.0NRT,299.48,0.98,N
27.30232,56.30286,316.05,0.47,0.4,2026-09-12,2155,N,nominal,2.0NRT,299.34,1.66,N
25.15625,67.70549,299.73,0.57,0.52,2026-09-12,2155,N,nominal,2.0NRT,278.68,0.4,N
27.17161,56.05421,314.36,0.48,0.4,2026-09-12,2155,N,nominal,2.0NRT,300.04,1.75,N
27.16793,56.0536,320.53,0.48,0.4,2026-09-12,2155,N,nominal,2.0NRT,300.23,1.64,N
27.16167,56.10186,336.14,0.48,0.4,2026-09-12,2155,N,nominal,2.0NRT,301.47,2.88,N
27.16113,56.07711,314.46,0.48,0.4,2026-09-12,2155,N,nominal,2.0NRT,300.12,1.49,N
27.158,56.10125,318.81,0.48,0.4,2026-09-12,2155,N,nominal,2.0NRT,299.58,2.88,N
27.14513,56.11381,313.49,0.48,0.4,2026-09-12,2155,N,nominal,2.0NRT,300.22,1.86,N
25.05248,67.49599,306.87,0.55,0.51,2026-09-12,2155,N,nominal,2.0NRT,282.93,1.59,N
26.95691,55.54251,312.85,0.5,0.41,2026-09-12,2155,N,nominal,2.0NRT,301.83,1.7,N
25.97453,56.07102,318.83,0.46,0.39,2026-09-12,2155,N,nominal,2.0NRT,302.64,1.61,N
25.96727,56.06983,314.05,0.46,0.39,2026-09-12,2155,N,nominal,2.0NRT,302.49,0.84,N
