latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
7.16137,81.70643,307.08,0.4,0.37,2026-09-12,2019,N,nominal,2.0NRT,291.84,0.45,N
6.76082,81.14504,312.39,0.39,0.36,2026-09-12,2019,N,nominal,2.0NRT,291.25,0.77,N
6.63571,80.8667,306.78,0.39,0.36,2026-09-12,2019,N,nominal,2.0NRT,290.7,0.62,N
6.61521,80.86703,337.33,0.39,0.36,2026-09-12,2019,N,nominal,2.0NRT,291.85,4.13,N
33.21963,71.48061,302.64,0.68,0.74,2026-09-12,2012,N,nominal,2.0NRT,289.63,1.76,N
6.61634,80.85999,309.97,0.39,0.36,2026-09-12,2019,N,nominal,2.0NRT,291.1,1.27,N
33.21941,71.48824,316.87,0.68,0.74,2026-09-12,2012,N,nominal,2.0NRT,289.96,1.76,N
33.22112,71.48345,323.25,0.68,0.74,2026-09-12,2012,N,nominal,2.0NRT,289.71,3.86,N
6.61578,80.86349,313.74,0.39,0.36,2026-09-12,2019,N,nominal,2.0NRT,290.99,1.27,N
32.57458,72.56045,305.5,0.59,0.7,2026-09-12,2012,N,nominal,2.0NRT,291.69,2.34,N
6.61302,80.85947,318.18,0.39,0.36,2026-09-12,2019,N,nominal,2.0NRT,290.62,1.27,N
27.37769,95.33535,303.9,0.35,0.57,2026-09-12,2014,N,nominal,2.0NRT,286.99,0.46,N
27.31674,95.26546,313.74,0.35,0.56,2026-09-12,2014,N,nominal,2.0NRT,286.97,0.7,N
28.89434,78.85506,305.99,0.46,0.47,2026-09-12,2014,N,nominal,2.0NRT,289.29,0.77,N
28.37121,77.22247,305.35,0.56,0.52,2026-09-12,2014,N,nominal,2.0NRT,289.22,1.64,N
28.37108,77.22758,304.21,0.56,0.52,2026-09-12,2014,N,nominal,2.0NRT,289.16,1.12,N
28.34656,77.23035,310.59,0.56,0.52,2026-09-12,2014,N,nominal,2.0NRT,289.6,1.73,N
26.64271,79.47958,308.23,0.4,0.44,2026-09-12,2014,N,nominal,2.0NRT,288.94,1.17,N
25.31061,83.01505,305.14,0.4,0.37,2026-09-12,2014,N,nominal,2.0NRT,286.6,0.75,N
24.92946,84.14631,309.7,0.39,0.36,2026-09-12,2014,N,nominal,2.0NRT,292.09,1.13,N
24.92139,84.1573,309.98,0.39,0.36,2026-09-12,2014,N,nominal,2.0NRT,291.51,1.33,N
22.01389,97.17258,297.98,0.59,0.7,2026-09-12,2014,N,nominal,2.0NRT,285.73,0.66,N
22.01403,97.17256,297.72,0.59,0.7,2026-09-12,2014,N,nominal,2.0NRT,285.91,0.79,N
23.80519,86.33186,308.47,0.41,0.37,2026-09-12,2014,N,nominal,2.0NRT,291.27,1.93,N
23.66359,87.15517,319.27,0.43,0.38,2026-09-12,2014,N,nominal,2.0NRT,291.38,1.93,N
23.66285,87.1594,311.49,0.44,0.38,2026-09-12,2014,N,nominal,2.0NRT,290.59,1.93,N
23.80314,86.32323,309.3,0.41,0.37,2026-09-12,2014,N,nominal,2.0NRT,290.59,1.87,N
23.80179,86.33117,318.18,0.41,0.37,2026-09-12,2014,N,nominal,2.0NRT,290.9,1.93,N
23.79435,86.35438,328.64,0.41,0.37,2026-09-12,2014,N,nominal,2.0NRT,292.15,3.71,N
23.79771,86.31393,304.67,0.41,0.37,2026-09-12,2014,N,nominal,2.0NRT,289.69,1.68,N
23.78078,86.37225,316.28,0.41,0.37,2026-09-12,2014,N,nominal,2.0NRT,292.02,2.6,N
23.77806,86.38817,315.36,0.41,0.37,2026-09-12,2014,N,nominal,2.0NRT,291.56,2.67,N
23.78145,86.34767,310.4,0.41,0.37,2026-09-12,2014,N,nominal,2.0NRT,291.56,1.17,N
23.77535,86.36292,327.04,0.41,0.37,2026-09-12,2014,N,nominal,2.0NRT,292.57,2.11,N
23.77806,86.347,309.89,0.41,0.37,2026-09-12,2014,N,nominal,2.0NRT,291,1.17,N
23.77467,86.36688,308.04,0.41,0.37,2026-09-12,2014,N,nominal,2.0NRT,291.27,2.11,N
23.76854,86.4028,308.46,0.41,0.37,2026-09-12,2014,N,nominal,2.0NRT,290.64,1.2,N
23.79357,86.2352,309.35,0.41,0.37,2026-09-12,2014,N,nominal,2.0NRT,290.59,1.53,N
23.77195,86.36222,305.82,0.41,0.37,2026-09-12,2014,N,nominal,2.0NRT,290.75,1.61,N
23.76651,86.39413,306.74,0.41,0.37,2026-09-12,2014,N,nominal,2.0NRT,292.96,1.45,N
23.76514,86.40211,311.36,0.41,0.37,2026-09-12,2014,N,nominal,2.0NRT,291.7,1.43,N
23.76447,86.40609,310.82,0.41,0.37,2026-09-12,2014,N,nominal,2.0NRT,291.59,1.43,N
23.76175,86.40143,325.12,0.41,0.37,2026-09-12,2014,N,nominal,2.0NRT,291.76,1.43,N
23.76311,86.39346,309.27,0.41,0.37,2026-09-12,2014,N,nominal,2.0NRT,292.56,1.45,N
23.76106,86.40541,310.76,0.41,0.37,2026-09-12,2014,N,nominal,2.0NRT,291.06,1.43,N
23.75767,86.40472,320.53,0.41,0.37,2026-09-12,2014,N,nominal,2.0NRT,292.11,1.55,N
23.75834,86.40075,313.14,0.41,0.37,2026-09-12,2014,N,nominal,2.0NRT,291.66,1.55,N
23.75426,86.40405,306.23,0.41,0.37,2026-09-12,2014,N,nominal,2.0NRT,291.22,1.55,N
23.7807,86.20808,311.37,0.41,0.37,2026-09-12,2014,N,nominal,2.0NRT,291.44,1.89,N
23.73857,86.43401,333.3,0.41,0.37,2026-09-12,2014,N,nominal,2.0NRT,293.45,3.11,N
23.77732,86.20741,307.77,0.41,0.37,2026-09-12,2014,N,nominal,2.0NRT,291.48,1.08,N
23.77665,86.21135,304.18,0.41,0.37,2026-09-12,2014,N,nominal,2.0NRT,290.72,1.08,N
23.73517,86.43333,315.19,0.41,0.37,2026-09-12,2014,N,nominal,2.0NRT,291.19,3.11,N
23.77257,86.19424,306.02,0.4,0.37,2026-09-12,2014,N,nominal,2.0NRT,290.89,1.27,N
23.7719,86.19817,314.1,0.4,0.37,2026-09-12,2014,N,nominal,2.0NRT,291.2,1.9,N
23.72359,86.43928,311.74,0.41,0.37,2026-09-12,2014,N,nominal,2.0NRT,292.08,2.38,N
23.72294,86.42259,312.38,0.41,0.37,2026-09-12,2014,N,nominal,2.0NRT,292.56,2.75,N
23.71609,86.4419,309.88,0.41,0.37,2026-09-12,2014,N,nominal,2.0NRT,291.6,1.2,N
23.7154,86.44591,304.37,0.41,0.37,2026-09-12,2014,N,nominal,2.0NRT,291.11,1.2,N
23.7147,86.44991,311.36,0.41,0.37,2026-09-12,2014,N,nominal,2.0NRT,291.86,1.04,N
23.71402,86.45391,304.28,0.41,0.37,2026-09-12,2014,N,nominal,2.0NRT,291.01,1.04,N
23.71544,86.42522,308.23,0.41,0.37,2026-09-12,2014,N,nominal,2.0NRT,292.57,1.12,N
23.71475,86.42923,306.74,0.41,0.37,2026-09-12,2014,N,nominal,2.0NRT,291.61,1.12,N
23.7113,86.44923,319.91,0.41,0.37,2026-09-12,2014,N,nominal,2.0NRT,292.38,1.04,N
23.71061,86.45323,304.7,0.41,0.37,2026-09-12,2014,N,nominal,2.0NRT,291.03,1.04,N
23.71204,86.42454,308.89,0.41,0.37,2026-09-12,2014,N,nominal,2.0NRT,292.7,2.36,N
23.7079,86.44854,314.75,0.41,0.37,2026-09-12,2014,N,nominal,2.0NRT,291.81,1.85,N
23.55814,87.23893,329.6,0.44,0.38,2026-09-12,2014,N,nominal,2.0NRT,290.73,2.43,N
23.55967,87.23042,316.08,0.44,0.38,2026-09-12,2014,N,nominal,2.0NRT,290.73,2.2,N
23.55738,87.24319,304.01,0.44,0.38,2026-09-12,2014,N,nominal,2.0NRT,290.25,2.43,N
23.6861,86.39155,322.52,0.41,0.37,2026-09-12,2014,N,nominal,2.0NRT,292.42,3.33,N
23.68542,86.39553,312.42,0.41,0.37,2026-09-12,2014,N,nominal,2.0NRT,291.71,2.05,N
23.68202,86.39486,323.74,0.41,0.37,2026-09-12,2014,N,nominal,2.0NRT,292.85,2.05,N
23.67794,86.39818,325.93,0.41,0.37,2026-09-12,2014,N,nominal,2.0NRT,293.57,2.26,N
23.67862,86.39417,317.72,0.41,0.37,2026-09-12,2014,N,nominal,2.0NRT,291.8,2.26,N
23.67726,86.40218,313.01,0.41,0.37,2026-09-12,2014,N,nominal,2.0NRT,292.01,1.43,N
23.67454,86.39751,310.79,0.41,0.37,2026-09-12,2014,N,nominal,2.0NRT,292.62,2.26,N
23.67385,86.40151,308.77,0.41,0.37,2026-09-12,2014,N,nominal,2.0NRT,291.88,1.43,N
23.75879,85.85697,307.48,0.4,0.37,2026-09-12,2014,N,nominal,2.0NRT,291.75,3.29,N
23.75609,85.85244,322.13,0.4,0.37,2026-09-12,2014,N,nominal,2.0NRT,293.42,4.37,N
23.75544,85.85631,307.84,0.4,0.37,2026-09-12,2014,N,nominal,2.0NRT,291.79,3.45,N
23.78876,85.55253,312.81,0.39,0.36,2026-09-12,2014,N,nominal,2.0NRT,291.43,1.02,N
23.78543,85.55188,311.24,0.39,0.36,2026-09-12,2014,N,nominal,2.0NRT,291.16,1.22,N
23.68042,86.09537,326.13,0.4,0.37,2026-09-12,2014,N,nominal,2.0NRT,290.87,3.21,N
23.68241,86.0836,307.57,0.4,0.37,2026-09-12,2014,N,nominal,2.0NRT,291.42,1.1,N
23.67842,86.10715,310.7,0.4,0.37,2026-09-12,2014,N,nominal,2.0NRT,290.62,0.57,N
23.67838,86.08684,304.16,0.4,0.37,2026-09-12,2014,N,nominal,2.0NRT,291.05,1.1,N
23.67505,86.10647,309.57,0.4,0.37,2026-09-12,2014,N,nominal,2.0NRT,290.56,0.57,N
23.67767,86.07047,304.57,0.4,0.37,2026-09-12,2014,N,nominal,2.0NRT,291.23,0.84,N
23.67501,86.08616,311.43,0.4,0.37,2026-09-12,2014,N,nominal,2.0NRT,291.12,1.6,N
24.20054,82.71329,299.67,0.41,0.37,2026-09-12,2014,N,nominal,2.0NRT,288.48,0.95,N
23.74516,85.50454,306.95,0.39,0.36,2026-09-12,2014,N,nominal,2.0NRT,290.56,0.82,N
23.54823,86.54303,305.88,0.42,0.37,2026-09-12,2014,N,nominal,2.0NRT,291.16,1.63,N
21.59214,96.22756,304.17,0.53,0.67,2026-09-12,2014,N,nominal,2.0NRT,287.29,0.93,N
24.15983,82.56371,303.76,0.41,0.37,2026-09-12,2014,N,nominal,2.0NRT,290.3,1.34,N
24.15924,82.56773,308.36,0.41,0.37,2026-09-12,2014,N,nominal,2.0NRT,290.49,1.19,N
23.8263,84.57089,299.76,0.38,0.36,2026-09-12,2014,N,nominal,2.0NRT,287.75,1.21,N
23.6954,85.35757,304.61,0.39,0.36,2026-09-12,2014,N,nominal,2.0NRT,290.61,1.14,N
23.7391,85.00703,297.99,0.39,0.36,2026-09-12,2014,N,nominal,2.0NRT,273.74,0.38,N
23.65687,85.50741,309.63,0.39,0.36,2026-09-12,2014,N,nominal,2.0NRT,291.84,1.52,N
23.67653,85.32647,301.79,0.39,0.36,2026-09-12,2014,N,nominal,2.0NRT,282.84,0.31,N
23.67321,85.32582,297.7,0.39,0.36,2026-09-12,2014,N,nominal,2.0NRT,281.67,0.4,N
23.71864,85.00701,299.46,0.39,0.36,2026-09-12,2014,N,nominal,2.0NRT,273.42,0.43,N
23.64767,85.43868,304.17,0.39,0.36,2026-09-12,2014,N,nominal,2.0NRT,289.62,0.98,N
23.0312,86.15887,304.8,0.41,0.37,2026-09-12,2014,N,nominal,2.0NRT,290.73,0.6,N
22.87266,86.06033,302.38,0.41,0.37,2026-09-12,2017,N,nominal,2.0NRT,287.84,0.58,N
22.87199,86.0643,305.44,0.41,0.37,2026-09-12,2017,N,nominal,2.0NRT,287.43,0.58,N
22.7981,86.20949,324.45,0.41,0.37,2026-09-12,2017,N,nominal,2.0NRT,291.48,1.24,N
22.79469,86.20879,316.32,0.41,0.37,2026-09-12,2017,N,nominal,2.0NRT,291.18,1.24,N
22.79129,86.20809,304.79,0.41,0.37,2026-09-12,2017,N,nominal,2.0NRT,291.6,1.25,N
22.79061,86.21207,312.24,0.41,0.37,2026-09-12,2017,N,nominal,2.0NRT,291.4,1.25,N
22.80829,86.08837,306.5,0.41,0.37,2026-09-12,2017,N,nominal,2.0NRT,291.16,1.29,N
22.78994,86.19548,306.63,0.41,0.37,2026-09-12,2017,N,nominal,2.0NRT,292.19,1.8,N
22.78925,86.19945,307.88,0.41,0.37,2026-09-12,2017,N,nominal,2.0NRT,292.48,1.32,N
22.78857,86.20341,307.5,0.41,0.37,2026-09-12,2017,N,nominal,2.0NRT,291.85,1.32,N
22.80083,86.09099,310.27,0.41,0.37,2026-09-12,2017,N,nominal,2.0NRT,292.19,1.55,N
22.37988,87.29131,310.57,0.45,0.39,2026-09-12,2017,N,nominal,2.0NRT,290.38,2.27,N
22.37868,87.27744,328.8,0.45,0.39,2026-09-12,2017,N,nominal,2.0NRT,291.39,5.62,N
22.37789,87.28181,321.47,0.45,0.39,2026-09-12,2017,N,nominal,2.0NRT,291.37,3.59,N
22.61032,85.91248,314.29,0.41,0.37,2026-09-12,2017,N,nominal,2.0NRT,292.26,1.96,N
22.36683,87.30225,310.93,0.46,0.39,2026-09-12,2017,N,nominal,2.0NRT,290.19,2.57,N
22.36327,87.30151,324.39,0.46,0.39,2026-09-12,2017,N,nominal,2.0NRT,289.18,2.57,N
22.3593,87.28251,308.84,0.45,0.39,2026-09-12,2017,N,nominal,2.0NRT,287.4,1.57,N
22.35772,87.29127,312.62,0.45,0.39,2026-09-12,2017,N,nominal,2.0NRT,289.03,2.05,N
22.59069,85.90456,306.11,0.41,0.37,2026-09-12,2017,N,nominal,2.0NRT,291.57,1.25,N
22.57409,85.89846,320.11,0.41,0.37,2026-09-12,2017,N,nominal,2.0NRT,292.78,1.2,N
22.57541,85.89064,306.4,0.41,0.37,2026-09-12,2017,N,nominal,2.0NRT,291.7,1.41,N
22.57475,85.89455,306.69,0.41,0.37,2026-09-12,2017,N,nominal,2.0NRT,292.07,1.41,N
22.57071,85.89777,306.49,0.41,0.37,2026-09-12,2017,N,nominal,2.0NRT,291.31,1.2,N
22.36408,87.01652,310.09,0.44,0.39,2026-09-12,2017,N,nominal,2.0NRT,291.55,2,N
22.36056,87.0158,311.15,0.44,0.39,2026-09-12,2017,N,nominal,2.0NRT,291.71,1.84,N
22.13222,85.38387,311.03,0.4,0.37,2026-09-12,2017,N,nominal,2.0NRT,290.14,0.71,N
22.2116,84.86497,300.16,0.39,0.36,2026-09-12,2017,N,nominal,2.0NRT,278.31,0.89,N
22.20956,84.86136,332.56,0.39,0.36,2026-09-12,2017,N,nominal,2.0NRT,281.4,1.94,N
22.20624,84.86073,303.34,0.39,0.36,2026-09-12,2017,N,nominal,2.0NRT,281.02,1.94,N
22.20475,84.84886,310.81,0.39,0.36,2026-09-12,2017,N,nominal,2.0NRT,283.99,1.23,N
21.99023,85.32662,305.03,0.4,0.37,2026-09-12,2017,N,nominal,2.0NRT,290.08,0.56,N
21.92991,85.22155,314.57,0.4,0.37,2026-09-12,2017,N,nominal,2.0NRT,292.04,1.2,N
21.92594,85.22472,314.86,0.4,0.37,2026-09-12,2017,N,nominal,2.0NRT,292.31,2.41,N
21.8023,83.89389,304.02,0.38,0.36,2026-09-12,2017,N,nominal,2.0NRT,286.77,0.45,N
21.79413,83.881,305.26,0.38,0.36,2026-09-12,2017,N,nominal,2.0NRT,285.84,1.31,N
21.76467,84.02391,324.64,0.38,0.36,2026-09-12,2017,N,nominal,2.0NRT,286.02,2.5,N
21.76525,84.02021,305.16,0.38,0.36,2026-09-12,2017,N,nominal,2.0NRT,286.2,0.64,N
21.76195,84.01962,311.38,0.38,0.36,2026-09-12,2017,N,nominal,2.0NRT,284.52,0.98,N
21.75806,84.02271,299.62,0.38,0.36,2026-09-12,2017,N,nominal,2.0NRT,282.01,0.64,N
21.75475,84.02209,304.73,0.38,0.36,2026-09-12,2017,N,nominal,2.0NRT,282.01,0.72,N
21.75417,84.02579,309.3,0.38,0.36,2026-09-12,2017,N,nominal,2.0NRT,283.42,0.72,N
21.71428,84.04133,308.71,0.38,0.36,2026-09-12,2017,N,nominal,2.0NRT,289.63,0.91,N
21.6807,84.03948,308.54,0.38,0.36,2026-09-12,2017,N,nominal,2.0NRT,290.4,0.8,N
21.68011,84.04317,305.53,0.38,0.36,2026-09-12,2017,N,nominal,2.0NRT,289.7,0.8,N
21.6774,84.03888,317.35,0.38,0.36,2026-09-12,2017,N,nominal,2.0NRT,290.02,1.1,N
21.67351,84.04198,308.87,0.38,0.36,2026-09-12,2017,N,nominal,2.0NRT,290.04,1.1,N
21.00256,86.02729,303.25,0.42,0.38,2026-09-12,2017,N,nominal,2.0NRT,290.27,0.67,N
20.99911,86.02661,304.69,0.42,0.38,2026-09-12,2017,N,nominal,2.0NRT,289.68,0.67,N
20.97435,86.00518,314.19,0.42,0.38,2026-09-12,2017,N,nominal,2.0NRT,291.45,1.99,N
20.96953,86.01254,324.36,0.42,0.38,2026-09-12,2017,N,nominal,2.0NRT,292.49,2.79,N
20.97091,86.00451,311.62,0.42,0.38,2026-09-12,2017,N,nominal,2.0NRT,292.39,2.67,N
20.96814,86.02058,311.49,0.42,0.38,2026-09-12,2017,N,nominal,2.0NRT,291.87,2.49,N
20.96609,86.01186,318.25,0.42,0.38,2026-09-12,2017,N,nominal,2.0NRT,291.74,2.79,N
20.96334,86.00716,312.27,0.42,0.38,2026-09-12,2017,N,nominal,2.0NRT,292.06,2.09,N
20.96195,86.01521,309.98,0.42,0.38,2026-09-12,2017,N,nominal,2.0NRT,291.35,1.26,N
20.95294,86.04669,334.33,0.42,0.38,2026-09-12,2017,N,nominal,2.0NRT,292.45,3.01,N
20.95224,86.05075,314.07,0.42,0.38,2026-09-12,2017,N,nominal,2.0NRT,291.86,3.01,N
20.94949,86.04604,323.82,0.42,0.38,2026-09-12,2017,N,nominal,2.0NRT,291.41,2.22,N
20.94878,86.05009,311.67,0.42,0.38,2026-09-12,2017,N,nominal,2.0NRT,291.2,2.22,N
20.93979,86.06087,306.18,0.42,0.38,2026-09-12,2017,N,nominal,2.0NRT,292.05,1.43,N
21.08164,85.03528,307.46,0.4,0.37,2026-09-12,2017,N,nominal,2.0NRT,291.83,1.14,N
21.07829,85.03465,312.25,0.4,0.37,2026-09-12,2017,N,nominal,2.0NRT,293.31,1.14,N
21.07767,85.03843,314.69,0.4,0.37,2026-09-12,2017,N,nominal,2.0NRT,292.85,1.14,N
21.07704,85.04221,314.71,0.4,0.37,2026-09-12,2017,N,nominal,2.0NRT,291.72,2.17,N
21.07432,85.0378,310.74,0.4,0.37,2026-09-12,2017,N,nominal,2.0NRT,292.77,1.67,N
21.07369,85.04157,309.2,0.4,0.37,2026-09-12,2017,N,nominal,2.0NRT,291.51,1.59,N
20.9765,85.16814,317.71,0.4,0.37,2026-09-12,2017,N,nominal,2.0NRT,292.62,1.76,N
20.97586,85.17195,319.59,0.4,0.37,2026-09-12,2017,N,nominal,2.0NRT,292.78,1.31,N
20.97522,85.17574,307.47,0.4,0.37,2026-09-12,2017,N,nominal,2.0NRT,291.83,1.31,N
20.9789,85.13326,309,0.4,0.37,2026-09-12,2017,N,nominal,2.0NRT,292.7,1.52,N
20.97826,85.13706,312.15,0.4,0.37,2026-09-12,2017,N,nominal,2.0NRT,292.59,1.52,N
20.97186,85.17511,316.76,0.4,0.37,2026-09-12,2017,N,nominal,2.0NRT,292.54,1.31,N
20.9685,85.17447,343.92,0.4,0.37,2026-09-12,2017,N,nominal,2.0NRT,294,2.57,N
20.96914,85.17067,308.66,0.4,0.37,2026-09-12,2017,N,nominal,2.0NRT,292.09,2.57,N
20.96786,85.17827,307.53,0.4,0.37,2026-09-12,2017,N,nominal,2.0NRT,292.09,1.22,N
20.96594,85.18972,307.73,0.4,0.37,2026-09-12,2017,N,nominal,2.0NRT,291.97,2.48,N
20.96835,85.15481,327.59,0.4,0.37,2026-09-12,2017,N,nominal,2.0NRT,292.6,2.19,N
20.96322,85.18526,325.01,0.4,0.37,2026-09-12,2017,N,nominal,2.0NRT,292.87,2.48,N
20.96257,85.18909,338.76,0.4,0.37,2026-09-12,2017,N,nominal,2.0NRT,294.09,2.48,N
20.96643,85.16622,309.45,0.4,0.37,2026-09-12,2017,N,nominal,2.0NRT,292.28,1.5,N
20.96515,85.17383,309.01,0.4,0.37,2026-09-12,2017,N,nominal,2.0NRT,292.56,2.57,N
20.9645,85.17764,306.31,0.4,0.37,2026-09-12,2017,N,nominal,2.0NRT,292.55,1.22,N
20.96786,85.15176,321.31,0.4,0.37,2026-09-12,2017,N,nominal,2.0NRT,292.31,2.12,N
20.96407,85.17461,321.81,0.4,0.37,2026-09-12,2017,N,nominal,2.0NRT,293.18,1.46,N
20.96218,85.18604,334.36,0.4,0.37,2026-09-12,2017,N,nominal,2.0NRT,293.08,3.17,N
20.96154,85.18987,328.18,0.4,0.37,2026-09-12,2017,N,nominal,2.0NRT,292.85,3.17,N
20.96723,85.15557,308.38,0.4,0.37,2026-09-12,2017,N,nominal,2.0NRT,291.67,1.53,N
20.96597,85.16319,306.93,0.4,0.37,2026-09-12,2017,N,nominal,2.0NRT,292.11,1.23,N
20.96533,85.16698,319.03,0.4,0.37,2026-09-12,2017,N,nominal,2.0NRT,293.23,1.23,N
20.96344,85.17841,306.12,0.4,0.37,2026-09-12,2017,N,nominal,2.0NRT,292.38,2.4,N
20.96198,85.16634,307.01,0.4,0.37,2026-09-12,2017,N,nominal,2.0NRT,292.38,1.23,N
20.96135,85.17016,307.7,0.4,0.37,2026-09-12,2017,N,nominal,2.0NRT,292.64,1.46,N
20.96071,85.17396,309.75,0.4,0.37,2026-09-12,2017,N,nominal,2.0NRT,292.22,1.46,N
20.95699,85.00874,304.61,0.4,0.37,2026-09-12,2017,N,nominal,2.0NRT,291.27,1.11,N
39.8603,98.25165,302.93,0.52,0.5,2026-09-12,2010,N,nominal,2.0NRT,284.58,1.53,N
20.95636,85.01252,314.59,0.4,0.37,2026-09-12,2017,N,nominal,2.0NRT,292.53,2.12,N
20.88923,84.98034,313.91,0.4,0.37,2026-09-12,2017,N,nominal,2.0NRT,292.16,1.2,N
39.84423,98.27753,303.69,0.52,0.5,2026-09-12,2010,N,nominal,2.0NRT,282.75,0.87,N
20.88745,84.98,309.65,0.4,0.37,2026-09-12,2017,N,nominal,2.0NRT,292.12,1.45,N
39.8251,98.276,296.47,0.52,0.5,2026-09-12,2010,N,nominal,2.0NRT,286.09,1.82,N
20.88683,84.98378,316.5,0.4,0.37,2026-09-12,2017,N,nominal,2.0NRT,292.52,1.14,N
39.81184,98.29015,297.86,0.52,0.5,2026-09-12,2010,N,nominal,2.0NRT,285.83,1.45,N
20.88348,84.98315,307.5,0.4,0.37,2026-09-12,2017,N,nominal,2.0NRT,292.23,1.14,N
39.80887,98.30217,304.35,0.52,0.5,2026-09-12,2010,N,nominal,2.0NRT,286.5,2.27,N
20.86822,84.99197,312.29,0.4,0.37,2026-09-12,2017,N,nominal,2.0NRT,292.31,1.35,N
39.81421,98.28451,297.31,0.52,0.5,2026-09-12,2010,N,nominal,2.0NRT,285.4,1.91,N
20.86424,84.99514,330.72,0.4,0.37,2026-09-12,2017,N,nominal,2.0NRT,293.17,2.75,N
39.81277,98.29051,299.2,0.52,0.5,2026-09-12,2010,N,nominal,2.0NRT,286.24,2.65,N
20.8655,84.98754,312.6,0.4,0.37,2026-09-12,2017,N,nominal,2.0NRT,292.9,2.38,N
39.80987,98.30257,304.24,0.53,0.5,2026-09-12,2010,N,nominal,2.0NRT,286.87,1.43,N
20.86487,84.99133,309.5,0.4,0.37,2026-09-12,2017,N,nominal,2.0NRT,292.34,2.38,N
39.79071,98.30104,305.17,0.53,0.5,2026-09-12,2010,N,nominal,2.0NRT,284.59,1.57,N
20.86215,84.98692,334.13,0.4,0.37,2026-09-12,2017,N,nominal,2.0NRT,291.99,2.38,N
39.79214,97.88825,295.77,0.5,0.49,2026-09-12,2010,N,nominal,2.0NRT,284.78,1.47,N
20.80709,85.25542,325.4,0.4,0.37,2026-09-12,2017,N,nominal,2.0NRT,293.45,3.13,N
20.80645,85.25925,306.55,0.4,0.37,2026-09-12,2017,N,nominal,2.0NRT,291.74,1.42,N
20.79972,85.25796,315.86,0.4,0.37,2026-09-12,2017,N,nominal,2.0NRT,291.6,1.14,N
20.79635,85.25731,305.14,0.4,0.37,2026-09-12,2017,N,nominal,2.0NRT,291.3,1.14,N
20.79362,85.25285,339.94,0.4,0.37,2026-09-12,2017,N,nominal,2.0NRT,292.85,5.89,N
20.78896,85.25988,305.65,0.4,0.37,2026-09-12,2017,N,nominal,2.0NRT,291.99,2.19,N
20.78767,85.26756,312.77,0.4,0.37,2026-09-12,2017,N,nominal,2.0NRT,291.99,1.68,N
20.78559,85.25925,308.8,0.4,0.37,2026-09-12,2017,N,nominal,2.0NRT,292.24,1.25,N
20.78495,85.26309,319.78,0.4,0.37,2026-09-12,2017,N,nominal,2.0NRT,292.29,2.72,N
20.76164,85.29824,312.55,0.4,0.37,2026-09-12,2017,N,nominal,2.0NRT,290.92,1.14,N
20.75891,85.29375,306.55,0.4,0.37,2026-09-12,2017,N,nominal,2.0NRT,289.85,1.11,N
20.75826,85.29758,310.62,0.4,0.37,2026-09-12,2017,N,nominal,2.0NRT,290.04,1.11,N
15.65777,73.9874,304.1,0.63,0.54,2026-09-12,2019,N,nominal,2.0NRT,288.92,1.15,N
15.659,73.98737,305.29,0.63,0.54,2026-09-12,2019,N,nominal,2.0NRT,289.26,1.14,N
15.18691,76.65974,296.41,0.42,0.45,2026-09-12,2019,N,nominal,2.0NRT,270.54,0.71,N
15.18168,76.66698,302.65,0.42,0.45,2026-09-12,2019,N,nominal,2.0NRT,268.52,0.75,N
37.34761,97.41268,295.15,0.54,0.51,2026-09-12,2010,N,nominal,2.0NRT,278.01,0.62,N
15.17381,76.69381,295.21,0.42,0.45,2026-09-12,2019,N,nominal,2.0NRT,268.19,0.23,N
35.9912,94.82886,299.53,0.43,0.46,2026-09-12,2010,N,nominal,2.0NRT,277.65,1.35,N
15.1749,76.65414,301.32,0.42,0.45,2026-09-12,2019,N,nominal,2.0NRT,269.92,0.45,N
15.17437,76.65804,298.29,0.42,0.45,2026-09-12,2019,N,nominal,2.0NRT,270.44,0.45,N
15.17293,76.37693,298.76,0.44,0.46,2026-09-12,2019,N,nominal,2.0NRT,276.57,0.56,N
15.16814,76.38044,303.41,0.44,0.46,2026-09-12,2019,N,nominal,2.0NRT,278.28,1.56,N
14.58845,78.57951,311.22,0.48,0.4,2026-09-12,2019,N,nominal,2.0NRT,295.38,9.62,N
39.6487,75.94482,303.21,0.38,0.58,2026-09-12,2153,N,nominal,2.0NRT,285.65,1.05,N
39.34718,76.0965,299.47,0.39,0.59,2026-09-12,2153,N,nominal,2.0NRT,285.08,0.76,N
38.65778,76.17032,309.76,0.41,0.61,2026-09-12,2153,N,nominal,2.0NRT,283.85,1.74,N
39.85401,66.19872,303.17,0.41,0.37,2026-09-12,2153,N,nominal,2.0NRT,286.56,1.06,N
39.64184,66.85832,301.65,0.43,0.38,2026-09-12,2153,N,nominal,2.0NRT,286.68,0.64,N
39.20272,66.83934,300.38,0.44,0.38,2026-09-12,2153,N,nominal,2.0NRT,289.51,1.1,N
39.18181,65.31318,310.65,0.4,0.37,2026-09-12,2153,N,nominal,2.0NRT,288,1.02,N
39.4345,62.99327,314.57,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,286.87,1.33,N
39.14476,64.27142,298.33,0.39,0.36,2026-09-12,2153,N,nominal,2.0NRT,285.97,0.56,N
